baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000003	0.596072842154486	1.1583305217132	2.04927138979814	0.565240176327891	0.571910413117562	NA
FBgn0000008	774.434325364441	-0.176830059722036	0.130950280628345	-1.35036029608752	0.176900440008902	0.351594555493242
FBgn0000014	184.353565559835	0.760782217742007	0.198016391474461	3.84201637085245	0.000122027694976983	0.00207504371458513
FBgn0000015	64.2684146163314	0.609455077328489	0.196507409457762	3.10143561003733	0.00192584751405771	0.0148023536842738
FBgn0000017	3299.8894388063	-0.237428368599223	0.0742898652071585	-3.19597253188103	0.00139360378271706	0.0119517748247858
FBgn0000018	369.970787621521	-0.0687089389031546	0.139767408026803	-0.491594856577569	0.62300578019882	0.768451306102274
FBgn0000024	448.429137936639	0.469554555049233	0.156559578602472	2.99920681468811	0.00270683498808857	0.0187166406762121
FBgn0000028	11.810790864473	0.0252044636020525	0.43305440189819	0.0582016104479594	0.953588037946848	0.978071325309652
FBgn0000032	2111.03302013391	-0.0143187571048794	0.0548167058673361	-0.261211557285706	0.793929366012463	0.888186457395659
FBgn0000036	53.2610997098894	0.101307671042248	0.33123394491477	0.305849302577717	0.759719387957703	0.865315604774465
FBgn0000037	106.468126732131	0.128446670143306	0.246945096777992	0.520142622061379	0.602964173339215	0.754468989809294
FBgn0000038	271.332319882901	-0.106482789120367	0.163289382422272	-0.652110918302079	0.514329621117581	0.688433809197295
FBgn0000039	32.3193577782274	0.308100743480184	0.267003123130044	1.15392187128135	0.248532201504106	0.43790350276368
FBgn0000042	55576.4523640896	-0.0914837718600681	0.0807671545413426	-1.13268533947472	0.257346416411958	0.447842114146755
FBgn0000043	8698.17099610151	-0.0440636121699279	0.0924393745021317	-0.476675793267206	0.633593002731616	0.777465946109019
FBgn0000044	9348.65197695977	0.450821641609889	0.141597465320934	3.18382564679453	0.00145342527501385	0.0122711103638699
FBgn0000045	770.911377496022	0.0681301697317996	0.173550617128977	0.392566565644464	0.694639637791468	0.822949615745306
FBgn0000046	1106.03531411634	0.430648568691572	0.13967378341631	3.08324553225559	0.0020475614050827	0.0154720460553746
FBgn0000047	1002.17894393599	-0.498970270326429	0.27240016107043	-1.83175468166268	0.0669879778069151	0.180528612810005
FBgn0000052	3288.43051086682	0.153404180224909	0.138767694371771	1.10547473545194	0.268953935871096	0.460405736293927
FBgn0000053	2625.03779519604	0.914584654739114	0.230199516748143	3.97300857820542	7.09704922485013e-05	0.00141587164985583
FBgn0000055	93.7223802852859	1.00672452446227	0.327929529404398	3.06994166182818	0.00214100586767231	0.0159234563710659
FBgn0000057	927.648390032686	-0.193261660706226	0.0531512623028233	-3.63606906652828	0.000276830137923228	0.00373205493631985
FBgn0000061	3.71707234684494	-0.154213049074258	0.771193203708502	-0.199966815491476	0.841506534327137	0.918145396324798
FBgn0000063	941.041335635947	-0.144275165995349	0.0857190371538901	-1.68311696894512	0.0923524501571314	0.225101328714085
FBgn0000064	12729.1181200129	0.209046137949953	0.128050998283358	1.63252251643806	0.102569459089315	0.241656492294989
FBgn0000071	9.50920751303959	-0.294573282256482	0.502958750827643	-0.585680797424734	0.558090040659692	0.720590308084404
FBgn0000075	35.4655562263346	1.56214458209581	0.852149068136275	1.83318229228644	0.0667754663497476	0.180134612054706
FBgn0000077	425.213896919052	-0.235199523786202	0.0979589636426001	-2.40100053165445	0.0163503127447597	0.0673219015856609
FBgn0000078	4800.61940940992	0.556241470144895	0.244445630063152	2.27552225008559	0.0228746194837404	0.0851801286190279
FBgn0000079	5679.55484189589	0.371406525543384	0.269100320362764	1.38017868222046	0.167531635969252	0.339310113036699
FBgn0000083	5291.7423723119	-0.211310284698508	0.218233041100452	-0.968278147218054	0.332905475492442	0.525854178906945
